character,slug,eidolon,eidolon_number,name,description
Misha,misha,E7,7,"When using the Ultimate, increases own DMG by","When using the Ultimate, increases own DMG by 30% , lasting until the end of the turn. In addition, the next time the Skill is used, recovers 1 Skill Point(s) for the team. 30% , lasting until the end of the turn. In addition, the next time the Skill is used, recovers 1 Skill Point(s) for the team."
Mortenax Blade,blade-mortenax,E1,1,20%,"Ere My Death, I Stood Unmade"
Mortenax Blade,blade-mortenax,E2,2,20%,"While the Zone is active, decreases all enemies' All-Type RES by 20% . After using the extra Skill from Talent, the ""Infinite Fury"" countdown has its action delayed by 15%."
Mortenax Blade,blade-mortenax,E3,3,75%,"When an ally character uses Ultimate to deal DMG, it is considered as having launched Follow-Up ATK. And the Follow-Up ATK DMG dealt by ally targets increases by 75% . The upper limit of Mortenax Blade's Charge decreases to 7 ."
Mortenax Blade,blade-mortenax,E4,4,+2,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Mortenax Blade,blade-mortenax,E5,5,50%,"""Heart, Refined ad Infinitum"" additionally increases ally targets' DMG dealt by 50% ."
Mortenax Blade,blade-mortenax,E6,6,+2,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Mortenax Blade,blade-mortenax,E7,7,1,"As the Zone persists, when Mortenax Blade takes DMG or consumes HP, he gains 1 Charge. This effect can trigger again after any target's turn ends. The DMG multiplier of ""Tenax Per Ignem"" increases to 150% of its original value."
Moze,moze,E1,1,E,"Oathkeeper 1 Oathkeeper Eidolon 1 After entering battle, Moze regenerates 20 Energy. Each time the Additional DMG from his Talent is triggered, Moze regenerates 2 Energy. E 2 Wrathbearer Eidolon 2 When all allies deal DMG to the enemy target marked as ""Prey,"" increases CRIT DMG by 40% . E 3 Deathchaser Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Heathprowler Eidolon 4 When using Ultimate, increases the DMG dealt by Moze by 30% , lasting for 2 turn(s). E 5 Truthbender Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 Faithbinder Eidolon 6 Increases the DMG multiplier of the Talent's follow-up attack by 25% ."
Moze,moze,E2,2,"After entering battle, Moze regenerates","After entering battle, Moze regenerates 20 Energy. Each time the Additional DMG from his Talent is triggered, Moze regenerates 2 Energy. 20 Energy. Each time the Additional DMG from his Talent is triggered, Moze regenerates 2 Energy."
Moze,moze,E3,3,"When all allies deal DMG to the enemy target marked as ""Prey,"" increases CRIT DMG by","When all allies deal DMG to the enemy target marked as ""Prey,"" increases CRIT DMG by 40% . 40% ."
Moze,moze,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Moze,moze,E5,5,"When using Ultimate, increases the DMG dealt by Moze by","When using Ultimate, increases the DMG dealt by Moze by 30% , lasting for 2 turn(s). 30% , lasting for 2 turn(s)."
Moze,moze,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Moze,moze,E7,7,Increases the DMG multiplier of the Talent's follow-up attack by,Increases the DMG multiplier of the Talent's follow-up attack by 25% . 25% .
Mydei,mydei,E1,1,E,"Frost Hones Spine of Steel 1 Frost Hones Spine of Steel Eidolon 1 Increases the DMG multiplier dealt by ""Godslayer Be God"" to the primary target by 30% . This ability now deals to all enemies Imaginary DMG equal to the DMG multiplier dealt to the primary target. E 2 Strife Beholds Cry of Dead Eidolon 2 During ""Vendetta,"" the DMG dealt by Mydei ignores 15% of enemy targets' DEF. After he receives healing, converts 40% of the healed amount to Charge. The tally of the converted Charge cannot exceed 40 point(s). Resets this tally of Charge after any unit takes action. E 3 Honor Exalts Feast of Faith Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 4 Siren Jolts the Laconic Lion Eidolon 4 While in ""Vendetta,"" increases CRIT DMG by 30% and restores HP by 10% of this unit's Max HP after receiving attacks from enemy targets. E 5 War Chisels Flesh of Flame Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Legacy Scales Mound of Blood Eidolon 6 When entering battle, immediately enters the ""Vendetta"" state, and lowers the Charge required for ""Godslayer Be God"" to 100 point(s)."
Mydei,mydei,E2,2,"Increases the DMG multiplier dealt by ""Godslayer Be God"" to the primary target by","Increases the DMG multiplier dealt by ""Godslayer Be God"" to the primary target by 30% . This ability now deals to all enemies Imaginary DMG equal to the DMG multiplier dealt to the primary target. 30% . This ability now deals to all enemies Imaginary DMG equal to the DMG multiplier dealt to the primary target."
Mydei,mydei,E3,3,"During ""Vendetta,"" the DMG dealt by Mydei ignores","During ""Vendetta,"" the DMG dealt by Mydei ignores 15% of enemy targets' DEF. After he receives healing, converts 40% of the healed amount to Charge. The tally of the converted Charge cannot exceed 40 point(s). Resets this tally of Charge after any unit takes action. 15% of enemy targets' DEF. After he receives healing, converts 40% of the healed amount to Charge. The tally of the converted Charge cannot exceed 40 point(s). Resets this tally of Charge after any unit takes action."
Mydei,mydei,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10."
Mydei,mydei,E5,5,"While in ""Vendetta,"" increases CRIT DMG by","While in ""Vendetta,"" increases CRIT DMG by 30% and restores HP by 10% of this unit's Max HP after receiving attacks from enemy targets. 30% and restores HP by 10% of this unit's Max HP after receiving attacks from enemy targets."
Mydei,mydei,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Mydei,mydei,E7,7,"When entering battle, immediately enters the ""Vendetta"" state, and lowers the Charge required for ""Godslayer Be God"" to","When entering battle, immediately enters the ""Vendetta"" state, and lowers the Charge required for ""Godslayer Be God"" to 100 point(s). 100 point(s)."
Natasha,natasha,E1,1,E,"Pharmacology Expertise 1 Pharmacology Expertise Eidolon 1 After being attacked, if the current HP percentage is 30% or lower, heals self for 1 time to restore HP by an amount equal to 15% of Max HP plus 400 . This effect can only be triggered 1 time per battle. E 2 Clinical Research Eidolon 2 When Natasha uses her Ultimate, grant continuous healing for 1 turn(s) to allies whose HP is at 30% or lower. And at the beginning of their turn, their HP is restored by an amount equal to 6% of Natasha's Max HP plus 160 . E 3 The Right Cure Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . E 4 Miracle Cure Eidolon 4 After being attacked, regenerates 5 extra Energy. E 5 Preventive Treatment Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Doctor’s Grace Eidolon 6 Natasha's Basic ATK deals Additional Physical DMG equal to 40% of her Max HP."
Natasha,natasha,E2,2,"After being attacked, if the current HP percentage is","After being attacked, if the current HP percentage is 30% or lower, heals self for 1 time to restore HP by an amount equal to 15% of Max HP plus 400 . This effect can only be triggered 1 time per battle. 30% or lower, heals self for 1 time to restore HP by an amount equal to 15% of Max HP plus 400 . This effect can only be triggered 1 time per battle."
Natasha,natasha,E3,3,"When Natasha uses her Ultimate, grant continuous healing for","When Natasha uses her Ultimate, grant continuous healing for 1 turn(s) to allies whose HP is at 30% or lower. And at the beginning of their turn, their HP is restored by an amount equal to 6% of Natasha's Max HP plus 160 . 1 turn(s) to allies whose HP is at 30% or lower. And at the beginning of their turn, their HP is restored by an amount equal to 6% of Natasha's Max HP plus 160 ."
Natasha,natasha,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Natasha,natasha,E5,5,"After being attacked, regenerates","After being attacked, regenerates 5 extra Energy. 5 extra Energy."
Natasha,natasha,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Natasha,natasha,E7,7,Natasha's Basic ATK deals Additional,Natasha's Basic ATK deals Additional Physical DMG equal to 40% of her Max HP. Physical DMG equal to 40% of her Max HP.
Pearl,pearl,E1,1,E,1 Eidolon 1
Pearl,pearl,E2,2,,
Pela,pela,E1,1,E,"Victory Report 1 Victory Report Eidolon 1 When an enemy is defeated, Pela regenerates 5 Energy. E 2 Adamant Charge Eidolon 2 Using Skill to remove buff(s) increases SPD by 10% for 2 turn(s). E 3 Suppressive Force Eidolon 3 Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . E 4 Full Analysis Eidolon 4 When using Skill, there is a 100% base chance to reduce the target enemy's Ice RES by 12% for 2 turn(s). E 5 Absolute Jeopardy Eidolon 5 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Feeble Pursuit Eidolon 6 When Pela attacks a debuffed enemy, she deals Additional Ice DMG equal to 40% of Pela's ATK to the enemy."
Pela,pela,E2,2,"When an enemy is defeated, Pela regenerates","When an enemy is defeated, Pela regenerates 5 Energy. 5 Energy."
Pela,pela,E3,3,Using Skill to remove buff(s) increases SPD by,Using Skill to remove buff(s) increases SPD by 10% for 2 turn(s). 10% for 2 turn(s).
Pela,pela,E4,4,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 . +2 , up to a maximum of Lv. 15 . Basic ATK Lv. +1 . up to a maximum of Lv. 10 ."
Pela,pela,E5,5,"When using Skill, there is a","When using Skill, there is a 100% base chance to reduce the target enemy's Ice RES by 12% for 2 turn(s). 100% base chance to reduce the target enemy's Ice RES by 12% for 2 turn(s)."
Pela,pela,E6,6,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Pela,pela,E7,7,"When Pela attacks a debuffed enemy, she deals Additional Ice DMG equal to","When Pela attacks a debuffed enemy, she deals Additional Ice DMG equal to 40% of Pela's ATK to the enemy. 40% of Pela's ATK to the enemy."
Phainon,phainon,E1,1,E,"Flame and Light Bind Virtue and Vice 1 Flame and Light Bind Virtue and Vice Eidolon 1 The base SPD inheritance ratio of █████'s extra turn increases to 66% . For every enemy target defeated in one battle, further increases it by 1.5%, up to 84%. When using Ultimate, CRIT DMG increases by 50% , lasting for 3 turn(s). E 2 Eidolon 2 █████'s Physical RES PEN increases by 20% . When consuming 4 ""Scourge"" to use ""Foundation: Stardeath Verdict,"" gains 1 extra turn. E 3 Eidolon 3 Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. E 4 Eidolon 4 When using ""Calamity: Soulscorch Edict,"" additionally gains 4 stack(s) of ""Soulscorch."" E 5 Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 6 Eidolon 6 The number of Overflow point for ""Coreflame"" no longer has an upper limit. When battle starts, gains 6 ""Coreflame(s)."" After using ""Foundation: Stardeath Verdict's"" attack, additionally deals True DMG equal to 36% of the total DMG dealt in this attack to the enemy with the highest HP."
Phainon,phainon,E2,2,The base SPD inheritance ratio of █████'s extra turn increases to,"The base SPD inheritance ratio of █████'s extra turn increases to 66% . For every enemy target defeated in one battle, further increases it by 1.5%, up to 84%. 66% . For every enemy target defeated in one battle, further increases it by 1.5%, up to 84%. When using Ultimate, CRIT DMG increases by 50% , lasting for 3 turn(s)."
Phainon,phainon,E3,3,█████'s Physical RES PEN increases by,"█████'s Physical RES PEN increases by 20% . When consuming 4 ""Scourge"" to use ""Foundation: Stardeath Verdict,"" gains 1 extra turn. 20% . When consuming 4 ""Scourge"" to use ""Foundation: Stardeath Verdict,"" gains 1 extra turn."
Phainon,phainon,E4,4,Ultimate Lv.,"Ultimate Lv. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10. +2, up to a maximum of Lv. 15. Basic ATK Lv. +1, up to a maximum of Lv. 10."
Phainon,phainon,E5,5,"When using ""Calamity: Soulscorch Edict,"" additionally gains","When using ""Calamity: Soulscorch Edict,"" additionally gains 4 stack(s) of ""Soulscorch."" 4 stack(s) of ""Soulscorch."""
Phainon,phainon,E6,6,Skill Lv.,"Skill Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Phainon,phainon,E7,7,"The number of Overflow point for ""Coreflame"" no longer has an upper limit. When battle starts, gains","The number of Overflow point for ""Coreflame"" no longer has an upper limit. When battle starts, gains 6 ""Coreflame(s)."" After using ""Foundation: Stardeath Verdict's"" attack, additionally deals True DMG equal to 36% of the total DMG dealt in this attack to the enemy with the highest HP. 6 ""Coreflame(s)."" After using ""Foundation: Stardeath Verdict's"" attack, additionally deals True DMG equal to 36% of the total DMG dealt in this attack to the enemy with the highest HP."
Qingque,qingque,E1,1,E,"Rise Through the Tiles 1 Rise Through the Tiles Eidolon 1 Ultimate deals 10% more DMG. E 2 Sleep on the Tiles Eidolon 2 Every time Draw Tile is triggered, Qingque immediately regenerates 1 Energy. E 3 Read Between the Tiles Eidolon 3 Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. E 4 Right on the Tiles Eidolon 4 After this character's Skill is used, there is a 24% fixed chance to gain Autarky, which lasts until the end of the current turn. With Autarky, using Basic ATK or Enhanced Basic ATK immediately launches 1 follow-up attack on the same target, dealing Quantum DMG equal to 100% of the previous Basic ATK (or Enhanced Basic ATK)'s DMG. E 5 Gambit for the Tiles Eidolon 5 Skill Lv. +2 , up to a maximum of Lv. 15. Basic ATK Lv. +1 , up to a maximum of Lv. 10. E 6 Prevail Beyond the Tiles Eidolon 6 Recovers 1 Skill Point after using Enhanced Basic ATK."
Qingque,qingque,E2,2,Ultimate deals,Ultimate deals 10% more DMG. 10% more DMG.
Qingque,qingque,E3,3,"Every time Draw Tile is triggered, Qingque immediately regenerates","Every time Draw Tile is triggered, Qingque immediately regenerates 1 Energy. 1 Energy."
Qingque,qingque,E4,4,Ultimate Lv.,"Ultimate Lv. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15. +2 , up to a maximum of Lv. 15. Talent Lv. +2 , up to a maximum of Lv. 15."
Qingque,qingque,E5,5,"After this character's Skill is used, there is a","After this character's Skill is used, there is a 24% fixed chance to gain Autarky, which lasts until the end of the current turn. With Autarky, using Basic ATK or Enhanced Basic ATK immediately launches 1 follow-up attack on the same target, dealing Quantum DMG equal to 100% of the previous Basic ATK (or Enhanced Basic ATK)'s DMG. 24% fixed chance to gain Autarky, which lasts until the end of the current turn. With Autarky, using Basic ATK or Enhanced Basic ATK immediately launches 1 follow-up attack on the same target, dealing Quantum DMG equal to 100% of the previous Basic ATK (or Enhanced Basic ATK)'s DMG."
